word,value
tembakau,-3.0
tembam,-4.0
tembelang,-5.0
tembis,-3.0
tembok,-1.0
temenan,-2.0
temenin,-3.0
tempat,-3.0
tempelak,-5.0
tempik,-4.0
tempo,-1.5
temporer,-4.0
tendang,-3.0
tendas,-4.0
tendensi,-3.0
tengak,-4.0
tenggak,-3.0
tenggalam,-3.0
tenggan,-3.0
tenggang,-1.5
tenggarang,-4.0
tenggelem,-3.0
tengkar,-4.0
tengking,-5.0
tengkingan,-5.0
tengkoh,-3.0
tengku,-4.0
tengkulak,-5.0
tengok,0.0
tensi,-4.0
tentang,-0.5
tentangan,0.0
tentu,-3.0
teologis,-4.0
tepergok,-5.0
teperlus,-4.0
tepi,-4.0
tepian mata,-3.0
tepu,-3.0
terabai,-3.0
teraduk,-3.0
teragung,-4.0
terajam,-4.0
terajang,-3.0
terali,-4.0
teralienasi,-3.0
terambau,-5.0
terang,-0.5
terang akal,-0.5
teraniaya,-4.0
terasing,-5.0
teratur,0.0
terbakar,-2.0
terbalik akal,-0.5
terban,-4.0
terbang arwah,-4.0
terbang pikiran,-4.0
terbangai,-3.0
terbanting,-1.0
terbelakang,-3.0
terbenam,-5.0
terbentur,-4.0
terberak,-5.0
terbesit,-2.0
terbiar,-3.0
terbongkar,-3.0
terbuang,-2.0
terbuka,0.0
terbuka (mata),-3.0
terbuni,-5.0
terburu,-3.0
tercampak,-5.0
tercantol,-3.0
tercebur,-5.0
tercecer,-3.0
tercekluk,-3.0
tercela,-4.0
tercelampak,-5.0
tercemas,-3.0
tercemplung,-1.5
tercengang,-0.5
tercengang-cengang,-3.0
tercengung,-3.0
tercerai,-3.0
terdampar,-5.0
terdedah,-3.0
terderita,-4.0
terdesak,-4.0
terekspos,-4.0
terempas,-5.0
tergamak,-4.0
tergambar,-0.5
terganjal,-4.0
tergelecik,-4.0
tergeliat,-3.0
tergelicik,-3.0
tergelincir,-1.0
tergelingsir,-3.0
tergeluncur,-3.0
tergemap,-3.0
tergolong,-3.0
terguling,-3.0
tergulir,-3.0
terguncang,-3.0
terhalang,0.0
terhambat,-4.0
terhempas,-5.0
terhenti,-3.0
terhina direndahkan,-3.0
terhindar,-4.0
terhunjam,-3.0
teriak,-2.0
teriakan,-4.0
teriris,-5.0
terisolasi,-3.0
terjang,-3.0
terjeblos,-1.5
terjengkang,-5.0
terjepit,-4.0
terjerembab,-2.0
terjerohok,-4.0
terjerumus,-4.0
terjumpa,-4.0
terjun,-1.0
terjungkal,-2.0
terkait,-3.0
terkam,-4.0
terkejar,-5.0
terkelik,-3.0
terkencar-kencar,-4.0
terkikis,-3.0
terkilir,-3.0
terkocok,-3.0
terkuak,-5.0
terkutuk,-5.0
terlalah,-5.0
terlalaikan,-3.0
terlalu,-3.0
terlampau,-5.0
terlangah,-3.0
terlanggar,-4.0
terlangkaui,-5.0
terlanjur,-1.0
terlengar,-4.0
terlepas,-5.0
terlewat,-1.0
terluang,-0.5
terluka,-5.0
terlukis,0.0
terlulur,-3.0
termakan,0.0
termasuk,-3.0
terminal,-3.0
terminasi,-3.0
termuat,-3.0
ternoda,-5.0
teror,-5.0
terowongan,-4.0
terpa,-4.0
terpacak,-3.0
terpacul,-4.0
terpaksa,-4.0
terpaku,-3.0
terpalit-palit,-3.0
terpana,-0.5
terpancang,-3.0
terpangah,-4.0
terpaut,-4.0
terpelanting,-3.0
terpelecok,-3.0
terpelekok,-3.0
terpeleset,-4.0
terpencil,-5.0
terpendam,-5.0
terpengaruh,-4.0
terperanjat,-3.0
terperengah,-1.0
terperenyak,-4.0
terperosok,-5.0
terperuk,-4.0
terpisah,-5.0
terpojok,-4.0
terpotong,-3.0
terpukul,-1.5
terpulang,-3.0
terpuruk,-4.0
terror,-5.0
tersaku,-3.0
tersampuk,-4.0
tersangkut,-3.0
tersantet,-3.0
tersapu,-3.0
tersara bara,-5.0
tersayat,-5.0
tersekat,-5.0
terselak,-3.0
terselip,-3.0
terselubung,-5.0
terselulur,-2.0
terselusur,-3.0
tersengal-sengal,-0.5
tersengut-sengut,-5.0
tersentuh,-2.0
tersentuh (perasaan),-1.0
terserah,-3.0
terserak,-3.0
terseret,-3.0
tersia-sia,-3.0
tersiar,-3.0
tersiksa,-5.0
tersila,-3.0
tersimbah,-5.0
tersinggung,-5.0
tersingkap,-3.0
tersingkir,-5.0
tersirah,-5.0
tersirap hatinya,-2.0
tersirep,-3.0
tersisih,-5.0
tersumbat,-5.0
tersungkap,-3.0
tersuntuk,-4.0
tersuruk,-5.0
tersusul,-3.0
tertabrak,-4.0
tertanam,-5.0
tertancap,-3.0
tertangguh,-3.0
tertanggung,-4.0
tertangkap basah,-3.0
tertangkap tangan,-4.0
tertata,-0.5
tertawan,-3.0
tertegak,-4.0
tertegun,-3.0
tertenung,-3.0
tertindas,-5.0
tertinggal,-3.0
tertubruk,-4.0
tertuju,-3.0
tertulang,-1.5
tertular,-4.0
tertumbuk,-4.0
tertumbuk akal,-5.0
tertunda,-3.0
tertutup,-5.0
terudak,-3.0
terulur lidah,-5.0
terungkap,-3.0
terzalimi,-5.0
tesis,-3.0
tetas,-4.0
tetek,-4.0
tetes,-3.0
tetesan darah,-3.0
tetiba,-3.0
tetua,-2.0
tewas,-2.0
tiada,-2.0
tidak,-5.0
tidak bekerja,-4.0
tidak keruan,-3.0
tidak masuk akal,-4.0
tidak segan,0.0
tidur,0.0
tiduran,-2.0
tidurin,-2.0
tikai,-4.0
tike,-3.0
tilam,-4.0
tilap,-4.0
tilas,-3.0
tim,-4.0
timah panas,-3.0
timang,-1.0
timbal,-2.0
timbangan,-5.0
timbul,-3.0
timbun,-1.0
timburu,-5.0
timpa,-3.0
timpang,-4.0
timpuk,-5.0
tindas,-5.0
tindih,-4.0
tindik,-3.0
tingau,-4.0
tinggal,-1.0
tinggalkan,-3.0
tinggikan,-2.0
tingkah,-5.0
tingkeb,-3.0
tinja,-5.0
tinju,-5.0
tipeks,-3.0
tipu muslihat,-5.0
tiri,-2.0
titi,-0.5
titian,-4.0
titik,-3.0
titik berat,-3.0
titis,-3.0
titisan darah,-3.0
tiup,-3.0
tiup-tiup,-3.0
tkde,-1.0
tobak,-3.0
tobat,-2.0
toboh,-4.0
tolak,-4.0
tolol,-5.0
tongong,-3.0
tonjok,-5.0
tonton,-4.0
topan,-3.0
topek,-4.0
topo,-5.0
tosan aji,-4.0
tradisional,-5.0
tragedi,-5.0
trauma,-0.5
traumatis,-4.0
travesti,-5.0
trayek,-4.0
trek,-3.0
tren,-2.0
tt,-2.0
tua,-4.0
tua bangka,-3.0
tuah,-1.0
tuak,-3.0
tuas,-3.0
tubruk,-3.0
tubuh,-4.0
tugal,-4.0
tugas,-1.0
tuhkan,-4.0
tuhmah,-3.0
tuil,-3.0
tuju,-0.5
tukang,-2.0
tukar,-1.0
tukas,-5.0
tulah,-3.0
tulang,-1.0
tulang punggung,-3.0
tular,-4.0
tuli,-3.0
tulup,-3.0
tumandang,-1.0
tumbang,-2.0
tumbang vertikal,-3.0
tumben,-2.0
tumbuk,-3.0
tumor,-4.0
tumpah hati,-3.0
tumpahan hati,-3.0
tumpang tinggal,-1.5
tumpas,-4.0
tumpasan,-5.0
tumpat,-4.0
tumpu,-1.0
tumpuan,-0.5
tumpuk,-4.0
tumpul,-3.0
tumpul otak,-3.0
tumpur,-5.0
tun,-4.0
tunasusila,-5.0
tunduk,-2.0
tunggakan,-4.0
tunggang,-1.0
tunggang gunung,-4.0
tunggu,-0.5
tunggul,-3.0
tungku,-4.0
tunjangan,-3.0
tunjuk perasaan,-3.0
tuntunan,-3.0
tuntut,-3.0
tupai,-5.0
turun,-1.0
turunan,-1.0
turut,-3.0
tusuk,-4.0
tutup,-2.0
tutup mulut,-1.0
tutur,-0.5
tutur kata,-4.0
tuyul,-4.0
typo,-2.0
typonya,-3.0
ua,-4.0
uang pecah,-4.0
uang sogok,-3.0
uar,-3.0
uar-uar,-3.0
ubah akal,-2.0
ubah ingat,-3.0
uber,-3.0
ucap,-2.0
ucek,-3.0
uci-uci,-4.0
udahan,-4.0
udara,-4.0
udeh,-3.0
udi,-5.0
ugh,-4.0
ujar,-4.0
ujung,-3.0
ujung tangan,-4.0
ukir,-5.0
ulah,-3.0
ulam-ulam,-5.0
ulasan pers,-3.0
uler,-3.0
ulung,0.0
umbar,-3.0
umbul-umbul,-3.0
umpan,-3.0
umpat,-4.0
umpatan,-4.0
unam,-3.0
undian,-5.0
unfollow,-2.0
ungkap,0.0
unit,-4.0
unjuk,-3.0
unjuk rasa,-3.0
unmood,-3.0
unting,-5.0
upah,-1.0
upaya,-1.5
uras,-3.0
urgen,-4.0
uring-uringan,-5.0
urit,-3.0
urita,-3.0
urun,-4.0
urung,-5.0
urut-urutan,-4.0
usah,-5.0
usaha,-1.5
usak,-3.0
usang,-5.0
usikan,-2.0
usil,-3.0
usir,-4.0
usrek,-5.0
usul,-0.5
utang,-4.0
uyuh,-3.0
vagina,-4.0
vakum,-3.0
validitas,-3.0
vampir,-5.0
varian,-0.5
vibrasi,-3.0
vital,-4.0
vulgar,-3.0
wabah,-5.0
wacana,-3.0
waduh,0.0
waduk,-3.0
wafat,-2.0
wah,0.0
waham,-3.0
wajar,-1.0
wajib,-2.0
walang hati,-5.0
walau,-3.0
wan,-4.0
wangsit,-3.0
wara,-3.0
wara-wara,-3.0
waras,-0.5
warita,-4.0
warta,-3.0
wasit,-3.0
waspada,0.0
waswas,-3.0
watu,-3.0
wawa,-3.0
wedus,-3.0
week,-4.0
wejang,-3.0
wejangan,-3.0
why,-2.0
wimana,-4.0
wreda,-4.0
xx,-1.0
yaahh,-3.0
yahhh,-3.0
yakali,-3.0
yalord,-2.0
yampun,-3.0
yang,-5.0
yaoi,-5.0
yauda,-4.0
yaudah,-1.5
yaudahlah,-3.0
yaudh,-3.0
yelah,-3.0
yg tuan,-3.0
yodah,-2.0
yunior,-4.0
yuwaraja,-4.0
zakar,-3.0
zalim,-5.0
zat pemabuk,-3.0
zero,-3.0
ziarah,-4.0
